event_type,event_date,tail_number,highest_injury_level,fatal_injury_count,serious_injury_count,minor_injury_count,probable_cause,latitude,longitude,airport_id,operator,make,aircraft_damage,model
ACC,2013-08-14,N155UP,fatal,2,0,0,flight crew continuation unstabilized approach failure monitor aircraft altitude approach lead inadvertent descent minimum approach altitude subsequently terrain contribute accident flight crew failure properly configure verify flight management computer profile approach captain failure communicate intention officer apparent vertical profile capture flight crew expectation break cloud foot ground level incomplete weather information officer failure require minimum callout captain performance deficiency likely factor include limit fatigue distraction confusion consistent performance deficiency exhibit training officer fatigue acute sleep loss result ineffective duty time management circadian factor,33.563888,-86.802223,BHM,united,airbus,Destroyed,A300
ACC,2013-07-22,N753SW,minor,0,0,8,captain attempt recover unstabilized approach transfer airplane control low altitude instead perform contribute accident captain failure comply standard operating procedure,40.777221,-73.872497,LGA,southwest,boeing,Substantial,737
ACC,2013-06-13,N995DL,none,0,0,0,flight crew failure maintain clearance light pole taxi,36.121387,-86.673614,BNA,delta,mcdonnell_douglas,Substantial,MD-88
INC,2013-05-10,N913WN,none,0,0,0,failure tug operator wing walker adequately monitor environment pushback airplane gate preparation flight lead collision airplane adjacently park airplane,33.433887,-112.006942,PHX,southwest,boeing,Minor,737
ACC,2013-05-09,N327NW,serious,0,1,0,flight attendant inadvertent trip jumpseat retract automatically,32.896667,-97.036941,DFW,delta,airbus,no_damage,A320
ACC,2013-03-07,N698DL,none,0,0,0,pilot failure maintain correct airspeed pitch attitude touchdown,33.636665,-84.42778,ATL,delta,boeing,Substantial,757
ACC,2013-02-19,N174UA,serious,0,1,0,flight encounter moderate clear air turbulence en route result injury flight attendant contribute accident lack communication equipment rest compartment instal alert cabin crewmember seatbelt sign,20.228055,-139.203048,SFO,united,boeing,no_damage,747
INC,2012-12-31,N206UA,none,0,0,0,reportunavailable,0.0,0.0,ICN,united,boeing,no_damage,777
ACC,2012-10-16,N625SW,serious,0,1,0,flight attendant encounter unseen obstruction aisle result fall,36.080001,-115.152221,LAS,southwest,boeing,no_damage,737
ACC,2012-10-04,N894AT,none,0,0,0,obstruction sleeve cup lodge catering truck brake pedal prevent driver stop truck strike parked airplane,42.941387,-87.891387,MKE,southwest,boeing,Substantial,717
ACC,2012-09-18,N273AY,serious,0,1,0,encounter moderate turbulence flight attendant secure cabin arrival,35.0,-79.0,CLT,us airways,airbus,no_damage,A330
INC,2012-07-31,N37420,none,0,0,0,flight collision bird descent land result damage left pitot tube loss airspeed information left right primary flight display pfd reason total loss indication left pfd determine base available evidence,39.861667,-104.673057,DEN,united,boeing,Minor,737
INC,2012-07-27,N379SW,none,0,0,0,rupture nose landing gear hydraulic line result abrasion contact nose landing gear tire contribute incident incorrect installation union restrictor actuator,31.807222,-106.376388,ELP,southwest,boeing,Minor,737
ACC,2012-07-18,N502AE,serious,0,1,0,emergency ground egress passenger break ankle contribute accident failure environmental system allow smoke nearby house fire enter airplane,40.664165,-89.693336,PIA,american,bombardier,no_damage,CL-600-2C10
INC,2012-06-17,N552JB,none,0,0,0,failure right main landing gear door retraction flexible hydraulic line green hydraulic system lead prolonged operation power transfer unit subsequent overheating loss pressure yellow hydraulic system result airplane operation hydraulic system contribute incident lack incorporation aircraft manufacturer service bulletin describe procedure aircraft modification intend prevent occurrence,40.759628,-73.710739,LAS,jetblue,airbus,no_damage,A320
ACC,2012-06-07,N936UW,serious,0,1,1,inadvertent encounter convective turbulence,39.874443,-75.241943,PHL,american,boeing,no_damage,757
ACC,2012-05-10,N951FR,serious,0,1,0,inadvertent encounter convectively induce turbulence develop upwards flight path detect weather radar configure delay emergency medical personnel notification incomplete coordination paramedic response air traffic control ineffective communication monitoring frontier airline,26.074161,-80.150914,FLL,frontier,airbus,no_damage,A319
ACC,2012-03-20,N247WN,serious,0,1,0,airplane encounter severe turbulence cruise flight result injury flight attendant,36.700466,-99.889244,WWR,southwest,boeing,no_damage,737
INC,2012-02-08,N360AA,none,0,0,0,failure american airlines aviation maintenance technician properly reassemble piece bracket spray shield integrate drive generator fuel oil heat exchanger cause fuel leak spray ignite hot engine case contribute cause fire aircraft maintenance manual lack graphical pictorial display correct assembly piece bracket spray shield,40.709255,-73.829734,JFK,american,boeing,no_damage,767
INC,2011-12-22,N469WN,none,0,0,0,snowplow operator incapacitation fatigue result snowplow contact parked airplane contribute incident company lack policy employee fatigue,39.750244,-104.999649,DEN,southwest,boeing,Minor,737
ACC,2011-12-08,"N583NW, N303DQ",none,0,0,0,failure captain maintain safe clearance stop taxiway,33.631942,-84.433052,ATL,delta,boeing,Substantial,757
ACC,2011-12-01,N261WN,serious,0,1,2,flight crew flight know severe turbulence associate mountain wave activity,37.729171,-122.24089,OAK,southwest,boeing,no_damage,737
ACC,2011-11-10,N331NW,none,0,0,0,flight collision bird initial climb result substantial damage aircraft,44.867778,-93.226669,MSP,delta,airbus,Substantial,A320
INC,2011-10-23,N661US,none,0,0,0,penetration turbine blade fragment rear turbine case puncture bear oil pressure supply tube allow mist oil contact hot engine case ignite undercowl incident installation approve prefer stage low pressure turbine outer transition duct segment rivet rear seal configuration failure engine design comply engine debris containment requirement code federal regulation,42.349647,-83.059921,DTW,delta,boeing,Minor,747
INC,2011-10-10,N553NW,none,0,0,0,return service overhauled airplane engine part undetected fatigue crack result complete loss engine power uncontained engine failure contribute factor inadequate diffuser hpt case inspection procedure,33.763332,-84.401664,ATL,delta,boeing,Minor,757
ACC,2011-10-07,N922DL,none,0,0,0,tug driver inadequate control tug maneuver airplane pushback,33.635276,-84.42028,ATL,delta,mcdonnell_douglas,Substantial,MD-88
ACC,2011-09-29,N804NN,serious,0,1,0,flight encounter clear air turbulence result injury cabin attendant,25.766666,-80.291664,MIA,american,boeing,no_damage,737
INC,2011-09-26,N526UA,none,0,0,0,probable cause modify public docket accident view original probable initial damage fan blade cause ingestion red tail hawk cause fan blade fracture strike fan case cause bulge initial fan blade fragment release impact damage pass fan blade generate sized blade fragment blade fragment propel forward fan case pass fan blade reingeste create cascade effect collateral impact damage fan blade fan case inlet cowl,39.749824,-104.999977,DEN,united,boeing,Minor,757
INC,2011-06-27,N416NV,none,0,0,0,failure pilot airplane avoid maneuver advise air traffic controller time prevent conflict result report near midair collision,0.0,0.0,IWA,allegiant,mcdonnell_douglas,no_damage,DC-8
ACC,2011-06-11,N571UA,none,0,0,0,ramp personnel failure visually verify position jetway begin airplane pushback,37.618057,-122.387779,SFO,united,boeing,Substantial,757
INC,2011-06-03,N607AE,none,0,0,0,overheat failure brake land oxidation brake rotor go undetected maintenance personnel contribute accident maintenance personnel lack familiarity detailed brake oxidation inspection procedure,41.981388,-87.906669,ORD,american,embraer,no_damage,ERJ-145
ACC,2011-05-31,N526UA,serious,0,1,0,ground crewmember failure follow proper procedure remove stuck jammed tow bar result ground crew injury,33.938888,-118.404724,LAX,united,boeing,Minor,757
ACC,2011-05-23,N623DL,serious,0,1,1,inadvertant encounter convective turbulence cruise contribute severity accident unrestrained status passenger contrary light seat belt sign,36.364723,-81.579719,ATL,delta,boeing,no_damage,757
ACC,2011-05-12,"N308DE, N378DA",none,0,0,0,pilot maintain adequate wing tip clearance taxi stop,33.636665,-84.428054,ATL,delta,boeing,Minor,737
ACC,2011-05-06,N12221,none,0,0,0,failure utility pipe beneath ramp surface cause localize void soil result reduction load bearing capability ramp,33.469165,-90.983612,GLH,continental,boeing,Substantial,737
INC,2011-04-26,N799SW,none,0,0,0,flight crew delay deployment speedbrake thrust reverser result insufficient runway remain bring airplane delay deployment stopping device flight crew inadequate monitoring airplane configuration touchdown likely result distract perceive lack wheel braking incident flight crew omission landing checklist include item verify speedbrake arming touchdown result workload operational distraction approach phase flight,41.89046,-87.620109,MDW,southwest,boeing,Minor,737
ACC,2011-04-25,N807NW,serious,0,1,0,flight attendant inadvertent fall result injury,40.63972,-73.778892,JFK,delta,airbus,no_damage,A330
ACC,2011-04-11,N766AN,serious,0,2,2,inadvertent encounter convective induce turbulence enter cumulonimbus cloud,35.893333,143.871673,NRT,american,boeing,no_damage,777
INC,2011-04-04,N409UA,none,0,0,0,captain failure properly recognize manage abnormal condition result escalate flight emergency,29.989721,-90.249443,MSY,united,airbus,Minor,A320
ACC,2011-04-01,N632SW,minor,0,0,2,improper installation fuselage crown skin panel lap joint manufacturing process result multiple site damage fatigue crack eventual failure low skin panel contribute injury flight attendant incorrect assessment time useful consciousness lead failure follow procedure require immediate donning oxygen mask cabin pressure lose,32.656665,-114.605834,NYL,southwest,boeing,Substantial,737
ACC,2011-03-26,N931AE,serious,0,1,0,flight encounter convectively induce turbulence associate develop thunderstorm flight path airplane climb cruise flight,37.912498,-93.590278,MCI,american,embraer,no_damage,ERJ-145
ACC,2011-03-22,N173UP,none,0,0,0,captain failure control airplane pitch induce ground spoiler deployment,35.033332,-106.599998,ABQ,united,airbus,Substantial,F4-622R
INC,2011-03-11,N693DL,none,0,0,0,air traffic controller failure adhere require radar identification procedure result loss separation depart boeing airplane contribute incident pilot inadequate preflight check result airplane depart inoperative transponder,0.0,0.0,ATL,delta,boeing,no_damage,757
ACC,2011-02-25,N957UW,serious,0,1,0,improper latching aft galley cart prior landing,40.777221,-73.872497,LGA,us airways,embraer,no_damage,ERJ-190
INC,2011-02-20,N945AN,none,0,0,0,tractor driver failure confirm tow bar head handle secure correctly airplane,32.896945,-97.038055,DFW,american,boeing,Minor,737
ACC,2011-02-19,N706JB,serious,0,1,1,airplane inadvertent encounter turbulence approach result injury flight attendant,44.045124,-72.710533,BTV,jetblue,airbus,no_damage,A320
INC,2011-02-09,N704X,none,0,0,0,failure right engine fuel control unit operate correctly fuel metering valve frozen open position corrosion fuel metering valve slide sleeve cause engine overfuele engine start result tailpipe fire,44.52,-93.120002,MSP,delta,boeing,Minor,757
ACC,2011-01-03,N831NN,none,0,0,0,early rotation airplane angle fuselage contact runway contribute early rotation captain reaction erroneous automate callout likely assume airplane close correct vr time erroneous automate callout likely keystroke entry error fo manually enter takeoff datum newly assign departure runway,33.942501,-118.408058,LAX,american,boeing,Substantial,737
INC,2010-12-29,N668AA,none,0,0,0,manufacturing defect clutch mechanism prevent speedbrake automatically deploy touchdown captain failure monitor extend speedbrake manually causal failure thrust reverser deploy initially command contribute incident captain failure confirm speedbrake extension announce deployment distraction cause thrust reverser failure initially deploy land,43.469985,-110.760002,JAC,american,boeing,no_damage,757
INC,2010-12-24,N248WN,none,0,0,0,probable cause undercowl flight engine fire insufficient installation torque bolt secure fuel manifold cover fuel manifold engine vibration fuel pressure cycle cause bolt gradually loosen bolt lose tighten torque fall internal fuel pressure force open fuel manifold cover location missing bolt cause gap mating surface allow fuel push past integral packing result fuel leak hot engine case ignite result fire,37.779628,-122.419273,SFO,southwest,boeing,no_damage,737
ACC,2010-12-18,"N913WN, N650SW",none,0,0,0,failure ground operation personnel maintain awareness relative position airplane,39.872222,-75.240837,PHL,southwest,boeing,Substantial,737
INC,2010-12-09,"N3731T, N840HK",none,0,0,0,local controller distraction helicopter south field,39.042499,-84.667778,CVG,delta,boeing,no_damage,737
ACC,2010-11-23,N678AE,serious,0,1,0,passenger decision deplane assistance despite have preexist condition limit mobility,43.139999,-89.337501,MSN,american,embraer,no_damage,ERJ-145
ACC,2010-11-08,N422QX,none,0,0,0,flight collision bird,34.236389,-118.339721,LAX,us airways,bombardier,Substantial,DASH-8
ACC,2010-10-26,N626AA,none,0,0,0,fatigue failure fuselage crown skin incorrect manufacturing crown skin panel result skin thickness manufacturer specify thickness,25.779413,-80.19902,MIA,american,boeing,Substantial,757
INC,2010-08-26,N590JB,minor,0,0,7,officer inadvertent activation parking brake flight lead airplane abruptly stop main landing gear tire deflate use nonstandard procedure cancel airplane monitor alert system,38.695556,-121.590835,SMF,jetblue,airbus,Minor,A320
INC,2010-08-04,N644UA,minor,0,0,6,brake fire land cause hydraulic fluid leak hot brake,41.585277,-87.542503,ORD,united,boeing,Minor,767
INC,2010-07-17,N990DL,none,0,0,0,cause right wing land light switch fire undetermined,0.0,0.0,ATL,delta,mcdonnell_douglas,Minor,MD-88
ACC,2010-06-19,N3730B,none,0,0,0,baggage cart impact airplane cause substantial damage result jet blast pass airplane,40.650001,-73.783332,JFK,delta,boeing,Substantial,737
INC,2010-06-16,N196DN,none,0,0,0,short circuit involve light position squib test panel specific cause short circuit determine,0.0,0.0,GAV,delta,boeing,Minor,767
ACC,2010-06-05,"N277AY, N508AY",none,0,0,0,airbus flight crew failure maintain clearance stand airplane taxi,35.213611,-80.94889,CLT,us airways,airbus,Minor,A330
INC,2010-05-21,"N810AW, LXTCV",none,0,0,0,approach controller delay transfer communication tower controller failure account aircraft speed direct crew turn north contribute incident crew transfer radio communication departure control prior direct tower controller,55.920562,-159.489883,ANC,us airways,airbus,no_damage,A319
INC,2010-05-07,N128UA,none,0,0,0,reportunavailable,0.0,0.0,SYD,united,boeing,Minor,747
INC,2010-04-28,"N242WN, N6YJ",none,0,0,0,failure local controller issue control instruction necessary ensure positive control standard separation traffic operate class b airspace,29.649503,-95.280235,HOU,southwest,boeing,no_damage,737
INC,2010-04-19,"N473WN, N4415R",none,0,0,0,improper separation procedure air traffic control,34.170082,-118.339027,BUR,southwest,boeing,no_damage,737
INC,2010-04-13,N380AN,minor,0,0,5,reportunavailable,0.0,0.0,IKF,american,boeing,no_damage,767
ACC,2010-04-09,N624SW,none,0,0,0,tug operator failure comply company procedure park unoccupied baggage tug failure tug seat switch disengage electric motor weight remove driver seat,33.946666,-118.400276,LAX,southwest,boeing,Substantial,737
INC,2010-04-05,N535JB,none,0,0,0,separation half left engine fan cowl assembly improper latching locking fan cowl latch cause improper latching locking fan cowl failure mechanic unstow properly latch lock fan cowl latch engine maintenance complete failure maintenance inspector detect identify unlatched condition contribute incident design fan cowl latch assembly provide false latch condition latch latch lock contribute incident lack adequate airbus jet blue fan cowl latch inspection guidance detect identify unlatched condition,40.739349,-74.169296,EWR,jetblue,airbus,Minor,A320
ACC,2010-02-13,N221WN,serious,0,1,1,pilot abrupt airplane pitch change maneuver contribute accident flight crew failure maintain heading specify air traffic controller avoid near collision course unidentified airplane trigger traffic alert collision avoidance system resolution advisory,34.46389,-118.51361,BUR,southwest,boeing,no_damage,737
INC,2010-01-11,N434AT,none,0,0,0,seal failure fuel nozzle adapter assembly fuel transfer tube allow fuel leak nacelle fire zone subsequently ignite hot combustor case contribute failure combination manufacturing defect fuel nozzle adapter assembly manufacturer incorrectly overhaul fuel transfer tube engine manufacturer contribute incident second defect fuel nozzle adapter assembly manufacturer prevent maintenance personnel detect internal fuel leak,0.0,0.0,STX,american,atr,Minor,ATR72
INC,2010-01-10,N816UA,minor,0,0,3,mechanical failure internal component right main landing gear door actuator result flight crew unable fully extend right main landing gear normal alternate incident circular reference company flight manual landing gear gravity extension checklist refer landing gear unsafe indication extension checklist landing gear partial gear gear landing checklist,40.740547,-74.169593,EWR,united,airbus,Minor,A319
ACC,2009-12-23,N977AN,minor,0,0,15,reportunavailable,17.935556,-76.787498,KJP,american,boeing,Substantial,737
ACC,2009-12-18,N515AE,minor,0,0,1,fueler fall asleep fuel truck truck neutral parking brake set allow truck roll impact airplane,32.896945,-97.038055,DFW,american,bombardier,Substantial,CL600-2C10
INC,2009-12-14,N483A,none,0,0,0,captain failure initiate category iii approach satisfactory tracking performance maintain require altitude result excessive bank angle maneuver low altitude factor contribute incident captain decision execute category iii autoland approach runway rollout guidance contrary company flight manual guidance captain decision deviate category iii approach continue manually contrary company operate manual officer failure approach unstable,35.363887,-80.943054,CLT,american,boeing,Minor,MD-82
INC,2009-11-14,N924FR,none,0,0,0,flight engine ingestion less snow geese chen caerulescens caerulescens,39.297779,-94.71389,MCI,frontier,airbus,Minor,A319
ACC,2009-10-27,N825MH,serious,0,1,0,unforecasted turbulence result flight attendant injure,33.636665,-84.428054,ATL,delta,boeing,no_damage,767
INC,2009-10-19,N185DN,none,0,0,0,flight crew failure identify correct landing surface fatigue contribute cause incident flight crew decision accept late runway change unavailability approach light system instrument landing system runway intend landing combination numerous taxiway sign intermix light technology taxiway,0.0,0.0,ATL,delta,boeing,no_damage,767
INC,2009-09-17,N66051,none,0,0,0,failure main landing gear mlg truck beam contamination inner surface corrosion protective layer hydraulic fluid deice fluid result corrosion intergranular stress corrosion cracking,40.740413,-74.169425,EWR,continental,boeing,Minor,767
INC,2009-09-08,N670SW,none,0,0,0,failure right main landing gear inboard axle fatigue crack result fret damage brake mount bolt hole,33.942501,-118.407218,LAX,southwest,boeing,Minor,737
INC,2009-09-03,N258JB,minor,0,0,6,failure engine high pressure turbine active clearance control valve fuel rod supply tube coupling seal cross threaded b nut instal original manufacture,0.0,0.0,YNN,jetblue,embraer,Minor,ERJ-190
INC,2009-07-20,N658UA,none,0,0,0,reportunavailable,0.0,0.0,IKF,united,boeing,Minor,767
INC,2009-07-15,N506AU,none,0,0,0,failure left hand main landing gear cause heat induce crack result abusive grinding polishing chrome plate apply overhaul,35.230159,-80.90995,CLT,us airways,boeing,Minor,737
ACC,2009-07-13,N387SW,none,0,0,0,fuselage skin failure preexist fatigue chemically mill step,38.373054,-81.593055,CRW,southwest,boeing,Substantial,737
ACC,2009-07-10,N606JB,serious,0,2,2,inadvertent flight encounter turbulence approach contribute accident passenger failure follow instruction illuminated seatbelt sign,26.536111,-81.755279,RSW,jetblue,airbus,no_damage,A320
INC,2009-06-26,"N375PH, N24103",none,0,0,0,local controller visually scan runway ensure cross runway prior issue takeoff clearance ensure separation airplane cancel takeoff clearance timely manner,41.490013,-81.66954,CLE,continental,bombardier,no_damage,DASH-8
INC,2009-06-10,N570UA,none,0,0,0,malfunction electronic engine control eec burner pressure pb sensor abnormally high indication result excessive fuel pump engine sub idle condition engine accelerate idle limit airflow engine engine insufficient fuel result tailpipe fire cause eec pb sensor fault determine,39.749629,-105.000953,DEN,united,boeing,Minor,757
ACC,2009-05-21,N843AE,none,0,0,0,flight crew failure adequately monitor maintain clearance parked aircraft taxi contribute accident improperly park airplane encroach taxiway area,33.942501,-118.406944,LAX,american,embraer,Substantial,EMB-135
INC,2009-05-12,N371SW,minor,0,0,2,pilot inadvertent application excessive braking touchdown cause right wheel lock tire blow result subsequent brake fire,29.640556,-95.273887,HOU,southwest,boeing,Minor,737
ACC,2009-04-18,N27722,serious,0,1,3,injure passenger failure comply requirement remain seat fasten seatbelt,26.172222,-98.236389,MFE,continental,boeing,no_damage,737
ACC,2009-03-28,N941DL,serious,0,1,0,flight attendant failure properly restrain take jumpseat,33.640556,-84.42694,ATL,delta,mcdonnell_douglas,Minor,MD-88
ACC,2009-01-15,N106US,serious,0,5,0,ingestion large bird engine result total loss thrust engine subsequent ditching hudson river contribute fuselage damage result unavailability aft slide raft federal aviation administration approval ditch certification determine pilot attain ditch parameter engine thrust lack industry flight crew training guidance ditch technique captain result difficulty maintain intend airspeed final approach task saturation result emergency survivability accident decision making flight crewmember crew resource management accident sequence fortuitous use airplane equip extended overwater flight include availability forward slide raft require equipped performance cabin crewmember expedite evacuation airplane proximity emergency responder accident site immediate appropriate response accident,40.7695,-74.0046,LGA,us airways,airbus,Substantial,A320
INC,2009-01-02,N864DA,none,0,0,0,fan blade fracture fatigue crack result combination breakdown fan blade lubrication system residual fatigue life usage follow overhaul fan blade contribute fracture inadequate lubrication schedule establish engine manufacturer reflective operator use engine,33.750167,-84.39064,ATL,delta,boeing,Minor,777
ACC,2008-12-26,N9617R,none,0,0,0,officer unannounced advancement left engine throttle lead sustained application high thrust cause airplane impact tug,33.949771,-118.399665,LAX,american,mcdonnell_douglas,Substantial,DC-8
INC,2008-12-24,N516AS,none,0,0,0,failure deice crew follow company procedure receive confirmation flight crew begin deice airplane,47.449722,-122.311668,SEA,alaska,boeing,no_damage,737
ACC,2008-12-20,N18611,serious,0,6,41,captain cessation right rudder input need maintain directional control airplane second excursion airplane encounter strong gusty crosswind exceed captain training experience contribute accident follow factor air traffic control system require facilitate dissemination key available wind information air traffic controller pilot inadequate crosswind training airline industry deficient simulator wind gust modeling,39.75061,-105.000831,DEN,continental,boeing,Substantial,737
INC,2008-12-20,N771AS,minor,0,0,88,placement operating equipment close proximity external heating unit intake ground personnel result contamination airplane cabin carbon monoxide,57.047222,-135.361663,ASI,alaska,boeing,no_damage,737
INC,2008-12-11,N924DL,none,0,0,0,overheating arcing dc ground service relay block diode component undetermined reason,34.895557,-82.220001,GSP,delta,mcdonnell_douglas,Minor,MD-88
INC,2008-11-26,N862DA,none,0,0,0,accumulation ice fuel system form water normally present jet fuel commonly encounter flight condition accrete release restrict fuel flow right engine fuel oil heat exchanger inlet face contribute incident certification requirement aircraft engine fuel system compliance account possibility ice accumulate subsequently release aircraft engine fuel feed system upstream fuel oil heat exchanger,45.76934,-110.930198,BZN,delta,boeing,no_damage,777
INC,2008-11-07,N254WN,none,0,0,0,tug driver failure maintain situational awareness push operation,40.788333,-111.977775,SLC,southwest,boeing,Minor,737
ACC,2008-10-20,N448UA,none,0,0,0,failure flightcrew arrest excessive sink rate flare landing,33.435276,-112.010002,PHX,united,airbus,Substantial,A320
INC,2008-10-01,N551WN,none,0,0,0,right nose landing gear axle failure intergranular fatigue crack early bear failure,41.889202,-87.62017,MDW,southwest,boeing,Minor,737
INC,2008-09-22,N197AN,none,0,0,0,failure electrical relay erode contact flight crew decision continue flight operate battery power,41.97861,-87.904724,ORD,american,boeing,Minor,757
INC,2008-08-06,N666DN,none,0,0,0,engine experience uncontained release high pressure turbine material fatigue crack occur consecutive blade retainig lug stage turbine hub crack lug result release stage turbine blade penetrate engine case nacelle lug crack loss material resultant increase stress load blade slot serration excessve grit blast hub overhaul delta air line contribute uncontained incident faa pratt whitney failure act timely manner stage turbine hub find multiple crack blade retaining lug,36.080001,-115.152221,LAS,delta,boeing,no_damage,757
INC,2008-06-27,N514AU,none,0,0,0,failure mlg crack cylinder wall result fatigue mechanism initiate near inner diameter d surface propagation wall outer surface crack initiation base metal damage take form temper martensite otm chemical attack pitting base metal,33.434444,-112.01139,PHX,us airways,boeing,Minor,737
ACC,2008-05-27,N816AE,serious,0,1,0,flight inadvertent encounter turbulence,32.75,-97.333335,DFW,american,embraer,no_damage,ERJ-140
INC,2008-03-27,N23661,none,0,0,0,flight crew improper landing technique inoperative anti skid system result locked brake blow main landing gear tire,30.007223,-95.313613,IAH,continental,boeing,Minor,737
INC,2008-03-01,"N741SA, N652SW",none,0,0,0,failure taxiing flight crew maintain adequate clearance stationary airplane,32.845275,-96.8525,DAL,southwest,boeing,Minor,737
INC,2008-02-25,N442UA,minor,0,0,1,loss braking action left main landing gear cross connection wheel speed tachometer wire cause inadequate maintenance perform airplane installation main landing gear,43.606109,-110.738609,JAC,united,airbus,Minor,A320
INC,2008-02-24,N648SW,minor,0,0,6,inadvertent encounter severe turbulence descent failure passenger seat belt attach fitting contribute incident failure operator comply saib,36.080001,-115.152221,LAS,southwest,boeing,no_damage,737
ACC,2008-02-22,N551WN,serious,0,1,0,unexpected encounter turbulence approach landing,30.819775,-83.280647,MCO,southwest,boeing,no_damage,737
INC,2008-01-25,N462UA,none,0,0,0,fault airplane ac electrical bus cause number electrical bus aircraft lose power,40.689723,-74.174446,EWR,united,airbus,no_damage,A320
ACC,2007-12-25,N943AS,serious,0,2,0,lack turbulence forecast available flight crew result flight attendant seat flight encounter severe terrain induce turbulence contribute accident terrain induce turbulence failure company provide flight weather briefing forecast severe turbulence failure dispatcher provide national weather service severe turbulence forecast flight,34.05611,-117.601112,ONT,alaska,mcdonnell_douglas,no_damage,DC-8
INC,2007-10-28,N919UW,none,0,0,0,truck beam fracture initiate fatigue stress corrosion cracking pit present d surface truck beam protective finish crack propagation occur alternate mode stress corrosion cracking fatigue final fracture occur ultimate ductile separation condition surface finish base metal fracture initiation area indicate pitting present application cadmium plating primer result corrosion overhaul observed pitting appear remnant incomplete corrosion removal overhaul,35.208984,-80.952576,CLT,us airways,boeing,Minor,757
INC,2007-10-09,N431UA,minor,0,0,2,misroute reverse antiskid wiring vendor maintenance personnel lead runway excursion contribute incident runway sign vendor maintenance personnel understand entire maintenance procedure dual tachometer replacement operator maintenance procedure unclear maintenance personnel,41.968612,-87.907775,ORD,united,airbus,Minor,A320
ACC,2007-09-28,N454AA,none,0,0,0,american airlines maintenance personnel use inappropriate manual engine start procedure lead uncommanded opening left engine air turbine starter valve subsequent left engine fire prolong flight crew interruption emergency checklist perform nonessential task contribute accident deficiency american airlines continue analysis surveillance system program,38.748611,-90.366943,STL,american,mcdonnell_douglas,Substantial,DC-8
ACC,2007-08-02,N13716,serious,0,1,0,reportunavailable,0.0,0.0,TUM,continental,boeing,no_damage,737
ACC,2007-07-12,N865DA,serious,0,1,0,flight attendant inadvertent misstep ladder fall pushback result injury,33.636665,-84.428337,ATL,delta,boeing,no_damage,777
INC,2007-07-11,"N6714Q, N487UA",none,0,0,0,probable cause incident united flight crew inadvertent entry active runway,26.0725,-80.152496,FLL,delta,boeing,no_damage,757
INC,2007-07-05,"N737DA, N7415",none,0,0,0,atc incident occur ground controller instruct cross runway approval local controller result loss separation land runway,40.777221,-73.872497,LGA,delta,boeing,no_damage,737
INC,2007-04-22,N904FR,none,0,0,0,mechanic failure follow procedure directive secure low engine cowl maintenance failure officer follow checklist ensure engine cowl secure walk inspection result separation right low engine cowl initial climb,33.645,-84.430557,ATL,frontier,airbus,Minor,A319
ACC,2007-04-12,N525UA,serious,0,1,5,flight encounter turbulence event occur flight attendant unseat contribute accident apparent conflict information provide flight deck flight attendant flight attendant interpretation information,33.942501,-118.408058,LAX,united,boeing,no_damage,757
ACC,2007-03-29,N877GA,minor,0,0,1,flight crew failure complete checklist adhere airplane placard contribute accident separation b nut rudder power hydraulic shut valve undetermined reason,28.768333,-81.237503,SFB,allegiant,mcdonnell_douglas,Substantial,DC-8
INC,2007-03-16,"N552, ",none,0,0,0,incident cause failure controller comply coordination procedure runway separation standard contribute failure las atct management establish procedure require positive separation aircraft operate converge runway,36.080001,-115.152221,LAS,alaska,boeing,Minor,737
ACC,2007-03-15,N662UA,none,0,0,0,contain fan blade tip separation follow ingestion bird left engine takeoff lack adequate response time available crew avert bird strike,41.973888,-87.902778,ORD,united,boeing,Substantial,767
INC,2007-02-16,N927FR,none,0,0,0,fracturing aircraft windscreen impact foreign object debris contribute event high gusty surface wind,39.863887,-104.666664,DEN,frontier,airbus,Minor,A319
INC,2007-01-10,N750AT,none,0,0,0,incident cause local controller issuance improper takeoff clearance contribute failure oncoming outgoing local controller provide receive complete position relief briefing oncoming controller failure use available information source facilitate situational awareness,33.750488,-84.38906,ATL,delta,boeing,no_damage,757
INC,2006-12-15,N24202,minor,0,0,1,short circuit primary non rechargeable battery likely recharge internal short lead thermal runaway battery failure explosion,38.809165,-104.700836,COS,continental,boeing,Minor,737
ACC,2006-11-07,"N428UA, N328UA",none,0,0,0,pilot command fail maintain clearance parked airplane taxi takeoff,41.97861,-87.904724,ORD,united,airbus,Minor,A320
INC,2006-10-28,N17105,none,0,0,0,flight crew misidentification parallel taxiway active runway result flight crew execute landing taxiway contribute night lighting condition,40.692501,-74.168609,EWR,continental,boeing,no_damage,757
INC,2006-10-23,N924FR,none,0,0,0,inadvertent activation priority pushbutton sidestick officer result nose pitch loss aircraft control landing flare,39.861389,-104.673057,DEN,frontier,airbus,no_damage,A319
ACC,2006-09-05,N622DL,none,0,0,0,officer inadvertent application nose trim prolong flare result excessive pitch angle landing subsequent tailstrike contribute accident flight crew failure correct airplane drift centerline approach course short final approach lead prolong flare improper decision perform practice autoland approach restricted procedure,18.469459,-66.099761,SJU,delta,boeing,Substantial,757
INC,2006-08-31,N425US,none,0,0,0,pilot inadvertent application left brake touchdown contribute incident insufficient information quick reference handbook loss touchdown protection inoperative anti skid system,25.793333,-80.290557,MIA,us airways,boeing,Minor,737
